strategy,run_count,seeds,hypervolume_mean,hypervolume_std,hypervolume_min,hypervolume_max,n_non_dominated_mean,n_non_dominated_std,spacing_mean,spacing_std
moead_ca,3,11;22;33,0.12993426606230596,0.009954131663048527,0.12193978310185383,0.14108349459590297,18.333333333333332,2.081665999466133,0.0038505051894427585,0.002447522552090203
moead_mca,3,11;22;33,0.12743161135291695,0.014051075516530676,0.11121533550707241,0.13599474536357725,10.666666666666666,3.055050463303893,0.001272686644221895,0.001106354012191079
moead_mrta,3,11;22;33,0.09849245093391505,0.003508831783808004,0.09450187417308076,0.10109467697503405,9.333333333333334,1.5275252316519468,0.002839044743212773,0.003286169176420567
moead_rta,3,11;22;33,0.11001086158355704,0.000870579745114106,0.10900580418251549,0.11053082037477324,12.666666666666666,6.658328118479393,0.006876554003977822,0.002738231579402144
